Date,Close,High,Low,Open,Volume
2024-11-01,86.97846984863281,88.58705485281862,86.94017664109995,88.33811247847589,80402000
2024-11-04,88.32852935791016,88.63492613231453,87.73488241153123,88.35725291409254,49747600
2024-11-05,88.79768371582031,88.95088573122506,87.70614492382109,88.11786620887862,46986000
2024-11-06,86.36566162109375,86.86356089555441,85.74329848562981,85.82946914558958,98895700
2024-11-07,87.4476318359375,87.72530502968199,86.79653783458912,86.8922854484485,56221400
2024-11-08,88.5583267211914,88.66365129915704,87.93595620732414,88.08915824984705,56756200
2024-11-11,88.12744903564453,88.37639867473503,87.72530467601156,88.32852121546101,22369200
2024-11-12,86.80611419677734,87.94552321257727,86.6624891244283,87.48593174714989,57908400
2024-11-13,85.982666015625,87.64869775397769,85.90606500798083,87.62954384952957,49009100
2024-11-14,86.4805679321289,87.16038551698222,86.43269047055931,86.71036367649799,53328300
2024-11-15,86.25077056884766,86.79654001715208,85.70500112054322,86.09756853876051,73722400
2024-11-18,86.40396881103516,86.73908913414867,85.61882663756558,85.8486296920507,36010600
2024-11-19,86.84441375732422,87.19868798771755,86.76782004419404,86.95931528463223,29585100
2024-11-20,86.56675720214844,86.968901633558,86.27950700538392,86.31780751862425,27755400
2024-11-21,86.49972534179688,86.98804775153735,86.17418193868716,86.60504992635023,28365700
2024-11-22,86.54759216308594,86.84441197118294,86.31779641827131,86.66249368803075,21547500
2024-11-25,88.78813171386719,88.83600187438896,88.07958320941894,88.28065541579188,56858000
2024-11-26,88.44342803955078,88.51045210350975,87.90722822280401,88.24235584767389,31122200
2024-11-27,89.05622863769531,89.41049558742421,88.73067794042815,89.08495219523272,39442200
2024-11-29,89.97541046142578,89.99455706294093,89.46794151291219,89.7934848741945,31905700
2024-12-02,90.19160461425781,90.4606313369159,89.35569387134584,89.61511040235801,39406000
2024-12-03,89.413330078125,90.34532063903495,89.34607340519477,90.24924072491,32768900
2024-12-04,90.37415313720703,90.4990636357488,88.91371923380456,88.98097591362385,35851100
2024-12-05,90.55670166015625,90.69121500722254,89.989825030438,90.04747151334422,23695800
2024-12-06,90.69120025634766,91.1331736577398,90.33569656525059,91.00827052161587,31761500
2024-12-09,89.85529327392578,90.35492049893527,89.80725698756926,90.30687688215203,30509600
2024-12-10,89.43256378173828,89.64394402255849,89.26922717035129,89.37490996033272,28706500
2024-12-11,88.5870361328125,89.63432706590228,88.500566402873,89.42294684103491,38748400
2024-12-12,87.51091766357422,88.15466111349285,87.43405080466322,88.048971015097,45368400
2024-12-13,86.61737060546875,87.28993737266049,86.55011392874958,87.24190107810564,39486000
2024-12-16,86.87679290771484,87.06896009001753,86.52129644870469,87.0017034088187,23482300
2024-12-17,87.0881576538086,87.42444099999241,86.91521088571018,86.97285736493393,23839900
2024-12-18,85.99919891357422,87.16630240927572,85.97990381110867,86.78048130814433,61328400
2024-12-19,84.6970443725586,85.2564845523425,84.40768409120211,84.94782917020738,99083300
2024-12-20,85.17931365966797,85.75804890484973,85.16002591899327,85.39151560171138,45542400
2024-12-23,84.3980484008789,85.10217249975074,84.34017780826028,85.03465435538708,32764600
2024-12-24,84.75492095947266,84.77420870101781,83.89647296168235,83.95434354524248,22377600
2024-12-26,84.70669555664062,84.84173183218464,84.10867250857062,84.1183200593738,19981800
2024-12-27,84.01222229003906,84.66811595016003,83.97363944427602,84.37875564532528,27262300
2024-12-30,84.68741607666016,84.91890580604637,84.56201998075969,84.71635137296771,48519600
2024-12-31,84.23406982421875,85.15038847294426,84.16655168545924,85.00570464448096,31917300
2025-01-02,84.4655532836914,84.99605816248939,84.1183150646463,84.68740278544092,27841300
2025-01-03,84.19549560546875,84.76457606775656,84.08939461098696,84.6102520314632,21962200
2025-01-06,83.81932067871094,84.13762365703134,83.59747114138663,83.96400451966801,30231500
2025-01-07,82.8740463256836,83.69391148422979,82.74865760790466,83.5299399243055,41757200
2025-01-08,82.98015594482422,83.14412752182733,82.31461472661397,82.44001081637848,44590800
2025-01-10,82.43036651611328,82.80654008239199,82.14100619685891,82.25674738099036,47115800
2025-01-13,82.40142822265625,82.6232777490478,82.02525467006119,82.49788165889913,33258900
