Date,Close,High,Low,Open,Volume
2024-11-01,37.29999923706055,39.0,32.20000076293945,36.70000076293945,19290
2024-11-04,39.20000076293945,39.5,34.79999923706055,34.79999923706055,10360
2024-11-05,38.099998474121094,40.5,38.0,39.79999923706055,2730
2024-11-06,42.20000076293945,44.36000061035156,37.599998474121094,39.0,3980
2024-11-07,44.70000076293945,46.099998474121094,41.400001525878906,43.5,2610
2024-11-08,43.5,44.54999923706055,43.20000076293945,44.0,1960
2024-11-11,42.54999923706055,43.79999923706055,42.11000061035156,42.31999969482422,800
2024-11-12,42.29999923706055,42.7599983215332,40.91999816894531,42.099998474121094,470
2024-11-13,38.70000076293945,42.810001373291016,38.70000076293945,42.79999923706055,2540
2024-11-14,35.20000076293945,38.400001525878906,35.20000076293945,38.20000076293945,1840
2024-11-15,32.099998474121094,36.29999923706055,32.099998474121094,36.29999923706055,1590
2024-11-18,31.100000381469727,31.899999618530273,30.5,31.5,940
2024-11-19,30.81999969482422,33.0,30.1200008392334,32.849998474121094,1250
2024-11-20,30.100000381469727,31.5,29.600000381469727,29.600000381469727,980
2024-11-21,31.799999237060547,32.599998474121094,28.0,29.799999237060547,2940
2024-11-22,34.400001525878906,34.93000030517578,30.5,31.209999084472656,820
2024-11-25,35.900001525878906,36.5,32.900001525878906,35.099998474121094,1460
2024-11-26,36.0,39.20000076293945,35.0,35.849998474121094,1460
2024-11-27,53.900001525878906,61.099998474121094,37.29999923706055,37.29999923706055,71460
2024-11-29,56.400001525878906,58.599998474121094,50.59000015258789,54.099998474121094,6650
2024-12-02,49.5,62.400001525878906,48.5,60.79999923706055,28390
2024-12-03,53.5,54.5,47.95000076293945,50.0,8880
2024-12-04,60.5,61.130001068115234,52.79999923706055,55.0,9650
2024-12-05,59.5,63.0,57.5099983215332,60.79999923706055,6640
2024-12-06,59.79999923706055,60.79999923706055,57.52000045776367,58.70000076293945,5370
2024-12-09,60.5,62.400001525878906,59.29999923706055,61.0,1830
2024-12-10,61.5,63.630001068115234,60.900001525878906,62.20000076293945,2740
2024-12-11,64.5,65.0,61.5,61.5,3960
2024-12-12,65.69999694824219,66.04000091552734,63.45000076293945,65.5,3960
2024-12-13,64.5999984741211,69.68000030517578,62.099998474121094,67.9000015258789,2810
2024-12-16,61.29999923706055,64.5999984741211,61.29999923706055,64.5999984741211,4020
2024-12-17,60.20000076293945,60.79999923706055,57.5,60.79999923706055,2410
2024-12-18,57.5,62.41999816894531,57.5,61.0,3710
2024-12-19,53.16999816894531,60.400001525878906,53.16999816894531,57.599998474121094,2580
2024-12-20,56.5,56.70000076293945,51.400001525878906,53.0,10840
2024-12-23,55.95000076293945,58.0,54.29999923706055,54.29999923706055,2010
2024-12-24,56.599998474121094,57.5,54.400001525878906,55.0,1750
2024-12-26,57.20000076293945,62.79999923706055,56.29999923706055,56.599998474121094,5470
2024-12-27,58.5,59.0,55.0,55.0,1680
2024-12-30,55.900001525878906,60.0,55.79999923706055,58.20000076293945,2490
2024-12-31,54.0,59.400001525878906,51.849998474121094,55.900001525878906,6260
2025-01-02,52.79999923706055,54.900001525878906,52.20000076293945,54.599998474121094,300
2025-01-03,57.0,58.0,52.34000015258789,55.119998931884766,1570
2025-01-06,55.41999816894531,58.099998474121094,55.0,57.0,680
2025-01-07,57.70000076293945,57.70000076293945,54.689998626708984,55.79999923706055,2110
2025-01-08,58.5,59.900001525878906,58.20000076293945,58.20000076293945,1110
2025-01-10,58.400001525878906,58.400001525878906,55.599998474121094,58.400001525878906,420
2025-01-13,57.900001525878906,57.900001525878906,56.599998474121094,57.0,180
2025-01-14,56.70000076293945,57.400001525878906,54.5,54.5,370
2025-01-15,56.45000076293945,57.5,56.0,57.5,750
2025-01-16,57.400001525878906,57.810001373291016,55.20000076293945,55.20000076293945,570
2025-01-17,56.29999923706055,58.0,54.0,57.900001525878906,940
2025-01-21,56.099998474121094,58.7599983215332,56.099998474121094,58.0,2190
2025-01-22,46.099998474121094,57.5,46.099998474121094,55.5,1320
2025-01-23,49.20000076293945,49.20000076293945,42.0,46.099998474121094,3840
2025-01-24,48.95000076293945,49.900001525878906,47.779998779296875,49.099998474121094,440
2025-01-27,47.93000030517578,47.93000030517578,47.93000030517578,47.93000030517578,90
2025-01-28,51.95000076293945,51.95000076293945,47.66999816894531,47.66999816894531,710
2025-01-29,52.0,53.0,52.0,53.0,760
2025-01-30,52.060001373291016,53.29999923706055,51.0,53.29999923706055,510
2025-01-31,52.400001525878906,52.400001525878906,48.0,50.20000076293945,500
2025-02-03,50.099998474121094,55.0,50.099998474121094,54.900001525878906,330
2025-02-04,52.5,54.29999923706055,52.5,54.29999923706055,330
2025-02-05,52.95000076293945,52.959999084472656,52.400001525878906,52.400001525878906,350
2025-02-06,53.0,53.0,53.0,53.0,260
2025-02-07,53.400001525878906,53.400001525878906,53.400001525878906,53.400001525878906,90
2025-02-10,52.20000076293945,54.0,52.20000076293945,52.439998626708984,280
2025-02-11,51.310001373291016,52.54999923706055,51.310001373291016,52.5,100
2025-02-12,51.599998474121094,52.400001525878906,51.599998474121094,52.099998474121094,1760
2025-02-13,51.400001525878906,53.900001525878906,51.0,51.029998779296875,270
2025-02-14,51.29999923706055,53.0,51.209999084472656,53.0,160
2025-02-18,51.099998474121094,51.099998474121094,51.0,51.0,100
2025-02-19,51.25,54.400001525878906,50.29999923706055,51.0,970
2025-02-20,50.099998474121094,51.0,50.099998474121094,51.0,140
2025-02-21,50.0,51.5,50.0,50.099998474121094,180
2025-02-24,47.5,51.0,47.5,51.0,460
2025-02-25,47.5,49.349998474121094,47.5,47.5,220
2025-02-26,47.599998474121094,49.20000076293945,47.5,47.5,60
2025-02-27,47.5,49.400001525878906,47.5,47.599998474121094,360
2025-02-28,48.400001525878906,49.7599983215332,46.0,47.5,580
2025-03-03,42.0,46.599998474121094,42.0,45.0,780
2025-03-04,42.5099983215332,45.5,39.5,45.0,13850
2025-03-05,32.900001525878906,42.29999923706055,31.600000381469727,42.29999923706055,3420
2025-03-06,30.600000381469727,32.5,27.5,31.899999618530273,1590
2025-03-07,35.58000183105469,36.0,29.149999618530273,33.29999923706055,1630
2025-03-10,30.0,33.20000076293945,27.0,31.0,5750
2025-03-11,29.100000381469727,33.5,28.0,28.100000381469727,1840
2025-03-12,27.700000762939453,29.719999313354492,27.200000762939453,29.299999237060547,700
2025-03-13,27.100000381469727,29.100000381469727,25.799999237060547,27.700000762939453,830
2025-03-14,26.5,28.0,26.399999618530273,28.0,2040
2025-03-17,25.5,27.0,25.299999237060547,26.5,850
2025-03-18,24.5,27.100000381469727,24.5,25.200000762939453,1310
2025-03-19,23.200000762939453,24.700000762939453,21.5,23.899999618530273,2780
2025-03-20,21.799999237060547,24.299999237060547,21.0,24.299999237060547,2060
2025-03-21,20.5,21.299999237060547,19.200000762939453,20.899999618530273,1190
2025-03-24,20.600000381469727,20.799999237060547,19.5,20.399999618530273,2090
2025-03-25,20.200000762939453,21.049999237060547,20.0,20.5,1660
2025-03-26,20.299999237060547,21.299999237060547,19.75,21.299999237060547,1770
2025-03-27,20.06999969482422,21.200000762939453,20.06999969482422,20.299999237060547,1660
2025-03-28,19.700000762939453,20.5,19.700000762939453,20.0,510
2025-03-31,18.299999237060547,20.5,18.299999237060547,20.399999618530273,830
2025-04-01,14.0,19.309999465942383,11.600000381469727,19.309999465942383,13090
2025-04-02,14.399999618530273,15.199999809265137,13.0,14.0,5470
2025-04-03,13.399999618530273,14.800000190734863,12.0,14.800000190734863,1760
2025-04-04,12.5,13.699999809265137,11.600000381469727,13.699999809265137,3710
2025-04-07,12.029999732971191,12.800000190734863,11.399999618530273,12.699999809265137,1620
2025-04-08,11.050000190734863,12.0,8.699999809265137,12.0,3120
2025-04-09,10.600000381469727,11.100000381469727,10.199999809265137,11.100000381469727,600
2025-04-10,7.900000095367432,11.0,7.110000133514404,10.699999809265137,20660
2025-04-11,8.100000381469727,8.699999809265137,7.199999809265137,7.900000095367432,7050
2025-04-14,8.600000381469727,9.630000114440918,8.100000381469727,8.300000190734863,3720
2025-04-15,8.869999885559082,8.899999618530273,8.199999809265137,8.430000305175781,1180
2025-04-16,8.789999961853027,8.899999618530273,8.199999809265137,8.899999618530273,1890
2025-04-17,9.350000381469727,9.869999885559082,8.100000381469727,8.600000381469727,1980
2025-04-21,8.5,11.600000381469727,8.380000114440918,9.5,4190
2025-04-22,8.0,8.4399995803833,7.800000190734863,8.4399995803833,1880
2025-04-23,8.300000190734863,9.890000343322754,7.949999809265137,8.100000381469727,12520
2025-04-24,8.699999809265137,9.0,8.0,8.0,4460
2025-04-25,8.59000015258789,8.979999542236328,8.25,8.25,300
2025-04-28,8.40999984741211,9.0,8.300000190734863,9.0,2730
2025-04-29,8.930000305175781,8.979999542236328,8.0,8.510000228881836,1760
2025-04-30,8.5,8.779999732971191,8.199999809265137,8.399999618530273,910
2025-05-01,8.600000381469727,9.0,7.599999904632568,8.109999656677246,2340
2025-05-02,8.850000381469727,9.0,8.850000381469727,9.0,520
2025-05-05,8.899999618530273,10.199999809265137,8.720000267028809,10.199999809265137,520
2025-05-06,9.100000381469727,9.100000381469727,8.420000076293945,8.6899995803833,1160
2025-05-07,8.399999618530273,8.720000267028809,8.399999618530273,8.720000267028809,380
2025-05-08,8.199999809265137,8.789999961853027,8.199999809265137,8.399999618530273,840
2025-05-09,7.949999809265137,8.399999618530273,7.519999980926514,8.210000038146973,2940
2025-05-12,9.0600004196167,10.0,7.900000095367432,8.399999618530273,4800
2025-05-13,13.0,13.399999618530273,8.5,9.0,36670
2025-05-14,10.329999923706055,12.5,10.220000267028809,12.300000190734863,7060
2025-05-15,10.399999618530273,11.0,10.0,10.5,2650
2025-05-16,10.199999809265137,11.5,9.140000343322754,10.199999809265137,289210
2025-05-19,8.979999542236328,13.0,8.979999542236328,12.300000190734863,1028740
2025-05-20,7.409999847412109,9.020000457763672,7.170000076293945,9.010000228881836,61530
2025-05-21,6.0,8.180000305175781,5.5,7.599999904632568,39250
2025-05-22,6.199999809265137,6.449999809265137,5.5,6.190000057220459,178550
2025-05-23,5.599999904632568,6.099999904632568,5.5,5.889999866485596,74560
2025-05-27,5.800000190734863,6.0,5.199999809265137,5.900000095367432,29210
2025-05-28,5.360000133514404,5.889999866485596,5.199999809265137,5.889999866485596,14500
2025-05-29,5.300000190734863,5.550000190734863,5.110000133514404,5.480000019073486,12990
2025-05-30,5.46999979019165,5.650000095367432,5.230000019073486,5.300000190734863,8960
2025-06-02,6.360000133514404,6.849999904632568,5.340000152587891,5.809999942779541,49490
2025-06-03,6.690000057220459,6.800000190734863,6.03000020980835,6.110000133514404,15890
2025-06-04,6.210000038146973,6.679999828338623,6.199999809265137,6.679999828338623,7360
2025-06-05,6.199999809265137,6.78000020980835,6.119999885559082,6.760000228881836,8340
2025-06-06,6.53000020980835,6.699999809265137,6.150000095367432,6.150000095367432,165890
2025-06-09,7.489999771118164,7.900000095367432,6.699999809265137,7.210000038146973,42870
2025-06-10,7.510000228881836,8.25,6.909999847412109,7.159999847412109,41120
2025-06-11,7.860000133514404,8.0,6.789999961853027,7.699999809265137,19750
2025-06-12,6.900000095367432,7.800000190734863,6.900000095367432,7.300000190734863,10110
2025-06-13,6.599999904632568,6.900000095367432,6.179999828338623,6.760000228881836,10720
2025-06-16,6.519999980926514,6.900000095367432,6.119999885559082,6.599999904632568,19890
2025-06-17,6.5,6.599999904632568,6.199999809265137,6.21999979019165,13590
2025-06-18,7.699999809265137,7.960000038146973,6.329999923706055,6.329999923706055,19410
2025-06-20,6.690000057220459,8.0,6.690000057220459,7.599999904632568,23180
2025-06-23,6.889999866485596,7.360000133514404,6.699999809265137,6.880000114440918,4290
2025-06-24,7.489999771118164,8.5,6.889999866485596,6.889999866485596,22000
2025-06-25,7.360000133514404,7.829999923706055,7.110000133514404,7.260000228881836,6230
2025-06-26,7.159999847412109,7.699999809265137,6.909999847412109,7.489999771118164,5510
2025-06-27,6.920000076293945,7.300000190734863,6.699999809265137,7.300000190734863,5230
2025-06-30,6.800000190734863,7.099999904632568,6.670000076293945,7.0,2770
2025-07-01,6.71999979019165,7.099999904632568,6.71999979019165,7.099999904632568,1740
2025-07-02,6.889999866485596,6.989999771118164,6.199999809265137,6.690000057220459,2200
2025-07-03,6.800000190734863,7.099999904632568,6.800000190734863,6.800000190734863,2120
2025-07-07,6.75,7.199999809265137,6.579999923706055,7.199999809265137,4470
2025-07-08,7.050000190734863,7.199999809265137,6.800000190734863,7.050000190734863,4850
2025-07-09,7.449999809265137,7.539999961853027,7.0,7.050000190734863,6380
2025-07-10,7.699999809265137,7.960000038146973,7.400000095367432,7.599999904632568,3870
2025-07-11,7.0,7.699999809265137,6.71999979019165,7.699999809265137,13480
2025-07-14,5.5,7.03000020980835,5.5,7.0,363860
2025-07-15,6.96999979019165,7.340000152587891,5.949999809265137,7.269999980926514,1894580
2025-07-16,5.900000095367432,6.800000190734863,5.889999866485596,6.46999979019165,88180
2025-07-17,6.199999809265137,6.400000095367432,5.550000190734863,5.670000076293945,36940
2025-07-18,6.800000190734863,6.989999771118164,5.940000057220459,6.010000228881836,32410
2025-07-21,6.849999904632568,6.900000095367432,6.5,6.699999809265137,22890
2025-07-22,7.409999847412109,7.800000190734863,6.599999904632568,6.849999904632568,21300
2025-07-23,7.559999942779541,7.75,6.900000095367432,7.170000076293945,9270
2025-07-24,7.5,7.599999904632568,6.75,7.599999904632568,7240
2025-07-25,7.699999809265137,7.869999885559082,6.840000152587891,7.099999904632568,7210
2025-07-28,7.380000114440918,7.599999904632568,6.929999828338623,7.309999942779541,3120
2025-07-29,6.980000019073486,7.480000019073486,6.940000057220459,7.480000019073486,3070
2025-07-30,6.409999847412109,7.130000114440918,6.349999904632568,7.130000114440918,6640
2025-07-31,6.519999980926514,7.099999904632568,6.139999866485596,6.800000190734863,7200
2025-08-01,6.309999942779541,6.519999980926514,6.25,6.340000152587891,1790
2025-08-04,6.230000019073486,6.5,6.110000133514404,6.5,1990
2025-08-05,6.28000020980835,6.630000114440918,6.170000076293945,6.320000171661377,1850
2025-08-06,6.619999885559082,6.78000020980835,6.28000020980835,6.420000076293945,1380
2025-08-07,6.320000171661377,7.010000228881836,6.320000171661377,6.599999904632568,7040
2025-08-08,6.119999885559082,6.769999980926514,6.119999885559082,6.510000228881836,3800
2025-08-11,6.159999847412109,6.659999847412109,6.0,6.099999904632568,1690
2025-08-12,5.710000038146973,6.159999847412109,5.440000057220459,6.159999847412109,9390
2025-08-13,6.0,6.25,5.699999809265137,5.699999809265137,7050
2025-08-14,5.980000019073486,6.0,5.610000133514404,6.0,4590
2025-08-15,5.75,6.079999923706055,5.71999979019165,6.0,5470
2025-08-18,6.159999847412109,6.170000076293945,5.730000019073486,5.900000095367432,3480
2025-08-19,5.920000076293945,6.329999923706055,5.71999979019165,6.159999847412109,7770
2025-08-20,6.0,6.199999809265137,5.710000038146973,6.059999942779541,2470
2025-08-21,5.980000019073486,6.199999809265137,5.809999942779541,6.099999904632568,2220
2025-08-22,7.349999904632568,7.800000190734863,5.75,5.75,399000
2025-08-25,6.599999904632568,7.400000095367432,6.46999979019165,7.400000095367432,73580
2025-08-26,6.860000133514404,7.300000190734863,6.550000190734863,6.550000190734863,18500
2025-08-27,6.21999979019165,6.78000020980835,6.21999979019165,6.78000020980835,11060
2025-08-28,6.179999828338623,6.699999809265137,6.03000020980835,6.699999809265137,1193990
2025-08-29,10.699999809265137,13.100000381469727,8.8100004196167,11.350000381469727,10527470
2025-09-02,9.149999618530273,10.399999618530273,8.600000381469727,9.319999694824219,356970
2025-09-03,10.5,13.100000381469727,9.199999809265137,9.319999694824219,1502500
2025-09-04,10.800000190734863,11.550000190734863,9.699999809265137,9.699999809265137,141160
2025-09-05,10.800000190734863,11.800000190734863,10.5,10.5,82410
2025-09-08,8.550000190734863,11.100000381469727,8.5,10.600000381469727,97930
2025-09-09,7.300000190734863,8.0,7.110000133514404,7.5,48620
2025-09-10,7.010000228881836,7.849999904632568,6.699999809265137,6.699999809265137,39090
2025-09-11,7.730000019073486,7.900000095367432,6.989999771118164,7.0,48940
2025-09-12,7.610000133514404,7.940000057220459,7.5,7.800000190734863,15040
2025-09-15,7.159999847412109,7.800000190734863,7.110000133514404,7.78000020980835,14070
2025-09-16,6.929999828338623,7.25,6.599999904632568,7.199999809265137,14680
2025-09-17,6.710000038146973,7.199999809265137,6.710000038146973,6.96999979019165,11670
2025-09-18,6.170000076293945,6.599999904632568,5.880000114440918,6.599999904632568,22380
2025-09-19,5.880000114440918,6.369999885559082,5.809999942779541,6.309999942779541,15470
2025-09-22,5.909999847412109,6.159999847412109,5.800000190734863,6.159999847412109,13610
