cluster,n_windows,R1_mean,R1_std,R2_mean,R2_std,V1p_mean,V1p_std
1,806,0.0006975395379262765,0.007253756497512872,0.003601191885427657,0.015670779001213726,-2.3141768568100893,0.2488934437377223
2,445,-1.7720801542832073e-05,0.014676205862975411,-0.0002467161130092087,0.030750294607441324,-1.6263168805972361,0.3036366582591326
