date,open_TLT,high_TLT,low_TLT,close_TLT,volume_TLT
2020-11-02,134.9772716812983,135.39403038229378,134.66258401643557,134.87521362304688,10810500.0
2020-11-03,134.2542976715277,134.36485620813244,133.56536705576738,134.0926971435547,16228700.0
2020-11-04,137.47784480121163,137.92861868267747,136.54226902200762,137.00155639648438,21570800.0
2020-11-05,137.47779866345772,137.56285569770762,136.5762512030867,137.23965454101562,18537500.0
2020-11-06,135.75977840096235,136.0149365833464,135.18143196691713,135.5811767578125,12408400.0
2020-11-09,132.6554205327178,132.8085076899384,131.51572843600718,132.73196411132812,23245000.0
2020-11-10,131.7964057847747,132.51933901548742,131.6433056443435,131.9665069580078,12561000.0
2020-11-12,133.4803742822441,134.72212401361335,133.28475866278666,134.6966094970703,15999700.0
2020-11-13,134.68816758317058,134.8072397048038,134.3054366906273,134.51806640625,7344600.0
2020-11-16,134.15231094695255,134.6200988276334,134.05025285585324,134.19483947753906,6310400.0
2020-11-17,135.03686203635567,135.36856382105705,134.88376191686265,135.0708770751953,7444600.0
2020-11-18,135.606637943246,135.7172094736302,134.67957612382511,135.46205139160156,10333300.0
2020-11-19,136.05742681021044,136.69531559766423,135.94685526746332,136.15948486328125,10637200.0
2020-11-20,136.5337591428378,137.39277831545684,136.41468704982242,137.3672637939453,7246800.0
2020-11-23,136.78039778525732,136.92498437966174,136.3211105062004,136.7378692626953,11300000.0
2020-11-24,136.0745375121816,136.10005204358103,135.24101956016705,135.37710571289062,10891700.0
2020-11-25,135.4451138168399,136.00645931846586,134.90928284002544,134.96031188964844,9145800.0
2020-11-27,135.75121813942596,136.31256329803264,135.72570363020552,136.27003479003906,4708200.0
2020-11-30,136.10852187822493,136.53378127620175,135.87887816950914,136.1000213623047,13071600.0
2020-12-01,134.9871733135544,135.14893863676116,133.39507359825075,134.0932159423828,13662800.0
2020-12-02,133.56538407121897,133.60794296055437,132.37343637420685,133.0290069580078,12114300.0
2020-12-03,133.61647775640108,134.36570135153733,133.3099783757649,134.1017608642578,9626500.0
2020-12-04,132.5523004317607,132.63743124480445,131.76902679970712,132.13511657714844,12734500.0
2020-12-07,133.1141342060911,133.56536750242805,132.96938723229638,133.3269805908203,9316100.0
2020-12-08,134.15284404568442,134.57853687366546,133.83782251902082,133.95701599121094,7397200.0
2020-12-09,133.28446543088208,133.9400362123181,132.82470976920877,133.51434326171875,7750100.0
2020-12-10,133.8718934709906,134.76583807195453,133.522822212665,134.69773864746094,10025100.0
2020-12-11,135.0723396498709,135.70236976119034,134.79139379368613,135.1745147705078,8135900.0
2020-12-14,134.08481127625654,135.1064720720213,133.76128037766767,134.7999725341797,7535900.0
2020-12-15,134.33163197891182,134.85097776501033,133.9314796687483,134.34866333007812,6847500.0
2020-12-16,133.30996251124958,134.42527559966294,133.14819716417645,133.99107360839844,9954200.0
2020-12-17,134.77007675751676,135.0513287067235,133.32120071530005,133.6365509033203,9422700.0
2020-12-18,133.90928315165218,134.13088270873786,133.10814353224455,133.23599243164062,6505000.0
2020-12-21,133.9774880841072,134.0968059398485,133.3382824987778,133.76441955566406,8988200.0
2020-12-22,134.28425975257724,134.51437732314884,133.8751719640793,134.4547119140625,7370800.0
2020-12-23,133.4831405379347,133.5428059560723,132.49451264947814,133.5257568359375,9266600.0
2020-12-24,133.7218128107983,134.1735170830231,133.6792095058001,134.05419921875,3117100.0
2020-12-28,133.27862089253935,134.19054736903036,133.0399851974948,134.1138458251953,7791100.0
2020-12-29,133.2870896950229,134.0541308592524,133.26152252319292,133.94334411621094,9030900.0
2020-12-30,133.65355345050966,134.25866042958603,133.53422266091147,134.23309326171875,9097300.0
2020-12-31,134.19909455959268,134.72750037573826,134.19056349502802,134.42919921875,7742100.0
2021-01-04,133.52572267744748,134.81265131803394,133.41492293191857,134.26719665527344,13152900.0
2021-01-05,133.76441635993422,133.76441635993422,132.664988501489,133.2700958251953,10458100.0
2021-01-06,131.09679044953427,131.1223576286785,129.79279928983408,130.53428649902344,22827300.0
2021-01-07,129.36667890416942,129.69054722112858,128.91497467507935,129.38372802734375,14651900.0
2021-01-08,129.10244891346107,129.51154975573854,128.4035910660725,128.96609497070312,13622500.0
2021-01-11,128.6933558264189,128.872339063198,128.25870082948012,128.75302124023438,8370700.0
2021-01-12,128.51437463311672,128.8297248167735,127.78141856478062,128.65074157714844,12186300.0
2021-01-13,129.25588167255026,130.45759116817655,129.17918013146848,130.09962463378906,12533300.0
2021-01-14,130.04002937187838,130.091163755075,128.51445091491064,128.8809356689453,14835500.0
2021-01-15,129.70757964407673,129.8524646607276,129.09394133551478,129.39224243164062,11624700.0
2021-01-19,129.22177385663267,129.85246126970378,129.1280232006987,129.80984497070312,9575600.0
2021-01-20,129.53711333644387,129.9547192199231,129.3666481545603,129.93768310546875,5368900.0
2021-01-21,129.0684036633719,129.3326065779401,128.7786335638243,129.02578735351562,8162700.0
2021-01-22,129.41779219930538,129.55414613478757,129.05130767323735,129.443359375,9507200.0
2021-01-25,130.19339104583753,130.98601274690617,130.09112231202397,130.96896362304688,8712600.0
2021-01-26,130.48319651910333,130.90933365599827,130.329780387391,130.72183227539062,7690300.0
2021-01-27,131.30986877521238,131.67634037349254,130.8496335068258,131.05418395996094,7895200.0
2021-01-28,130.73879970924435,130.7899470627253,129.68198848796902,130.3297119140625,10667800.0
2021-01-29,129.05131859172252,129.96325795087614,128.94904988029157,129.54563903808594,14965900.0
2021-02-01,129.4056948779249,130.00297556704794,129.26064192626234,129.69580078125,8165500.0
2021-02-02,128.62067638298325,128.91931017319246,128.43295776297032,128.85958862304688,9177500.0
2021-02-03,128.35623238492428,128.49275746792694,127.63096729350114,127.7162857055664,9633100.0
2021-02-04,127.27253645376474,127.55411441730422,126.9653616771528,127.37492370605467,8262600.0
2021-02-05,127.22134603109028,127.6223801389802,126.29982167805017,126.308349609375,10258900.0
2021-02-08,126.53874539789597,127.35786955041462,126.3168889659584,126.86297607421876,11574800.0
2021-02-09,127.32374227449256,127.70770752709667,126.84591769171912,126.9568328857422,5218300.0
2021-02-10,127.37491331339812,127.80154418945312,127.25545718889238,127.80154418945312,8079800.0
2021-02-11,127.71625011496656,127.8101094559066,126.92272270317385,127.10191345214844,11962700.0
2021-02-12,126.02674431268449,126.35098790911844,125.455060564057,125.52332305908205,14088400.0
2021-02-16,123.91069215615464,124.2861294692434,123.4328675830392,123.61204528808594,17789100.0
2021-02-17,124.53360453250468,124.90051401650148,123.7059392297234,124.39707946777344,11199100.0
2021-02-18,123.39016397163834,124.23489766653324,123.14272382935512,123.89358520507812,10755300.0
2021-02-19,122.92094331845162,123.14279981022084,121.88850340740017,122.2468719482422,12741700.0
2021-02-22,122.042065644419,122.64788740713512,120.92429448169514,121.31678771972656,13203900.0
2021-02-23,120.7536796725058,121.58987304864397,120.4294358447231,120.9669952392578,12658500.0
2021-02-24,118.90204900161974,120.46350679535816,118.73992716014862,120.17340087890624,17363100.0
2021-02-25,119.04715149972236,119.3884511881939,116.56415525388392,118.21094512939452,52621700.0
2021-02-26,120.11367785373844,122.27242935706752,119.18361251448466,122.11883544921876,45423300.0
2021-03-01,120.16423308535472,120.80494951125864,119.6772823446714,120.50594329833984,22048000.0
2021-03-02,119.94209584537472,120.5657358133002,119.84812359235904,120.51448059082033,12482200.0
2021-03-03,119.07072884465347,119.72852156849052,118.54106113929754,119.20740509033205,19763700.0
2021-03-04,119.28433386925612,119.54916127729771,117.85767332224329,118.43858337402344,22366600.0
2021-03-05,118.03702660349047,119.03654246673142,117.88326094856409,118.66920471191406,20598000.0
2021-03-08,118.60087050594346,118.66066392076004,117.74658203125,117.74658203125,15236600.0
2021-03-09,118.97676399859736,119.44662528444525,118.72047483946142,119.37828063964844,14463400.0
2021-03-10,119.42953290730657,119.72852605605529,118.98529924483074,119.6174774169922,12387600.0
2021-03-11,118.8913203210223,119.07072662853436,118.2847828300294,118.75463104248048,14150700.0
2021-03-12,116.52495204642292,116.57622030874415,115.88423563919828,116.2344970703125,20402700.0
2021-03-15,116.60187083952027,117.1144362447961,116.53352617840126,116.91795349121094,11366500.0
2021-03-16,117.0546096303834,117.14003065600828,115.96965962522772,116.44805908203124,15567900.0
2021-03-17,115.45711366431615,115.78174754466605,114.60282495637328,115.57671356201172,27107500.0
2021-03-18,113.8852553010085,114.87623358942506,113.7827448006256,114.4063720703125,21615100.0
2021-03-19,114.54304554036273,115.18376214971596,114.30384571570386,115.11541748046876,18685000.0
2021-03-22,115.9184120505755,116.53350083144882,115.6450334655614,116.40534973144533,17047500.0
2021-03-23,116.68727866633203,117.4988502426097,116.31138959047888,117.45614624023438,16768400.0
2021-03-24,117.08877144345344,118.13100438257617,116.99479919368316,118.08828735351562,13863000.0
2021-03-25,118.22502652749652,118.45568815344504,117.11444848025512,117.15716552734376,20782000.0
2021-03-26,116.5420363783938,117.24255921003392,116.37118128434268,116.7470703125,8433300.0
2021-03-29,116.89235512604525,116.90944455445458,115.30337720475336,115.7561492919922,13968100.0
2021-03-30,115.58525746559071,116.61893943685328,115.33750645616028,116.36266326904295,15020800.0
2021-03-31,116.47371821592856,116.68729039090368,115.3118850626475,115.7134017944336,19271300.0
2021-04-01,116.81265682834196,117.7279890374574,116.59879257675335,117.6338882446289,14885900.0
2021-04-02,116.81265682834196,117.7279890374574,116.59879257675335,117.6338882446289,14885900.0
2021-04-05,116.81266329546656,117.17195369163832,116.29083397057067,117.1206283569336,8243000.0
2021-04-06,117.33446382467804,118.03593164888942,117.2061374661708,117.91616821289062,9282400.0
2021-04-07,117.58261276275908,118.1386678845758,117.09500885009766,117.09500885009766,11052700.0
2021-04-08,117.5312358312265,118.11295337457128,117.50557316567696,118.06161499023438,7847900.0
2021-04-09,117.62533837373104,118.21560579663368,117.2745978683486,117.6338882446289,8717800.0
2021-04-12,117.59112060197732,117.65099580207284,117.2831555712702,117.58255767822266,7659000.0
2021-04-13,117.4542813248683,118.48937727247625,117.3687303798177,118.46371459960938,13232800.0
2021-04-14,118.07871514479312,118.25836683764626,117.68521227966556,118.08726501464844,7293200.0
2021-04-15,119.32772186048167,120.60234465251423,119.30205919038976,120.06341552734376,23896700.0
2021-04-16,118.99408009170364,119.53300915344788,118.84864090731256,119.13094329833984,15238400.0
2021-04-19,118.68606854916332,119.17367208578996,118.5235296858766,118.7887191772461,13886800.0
2021-04-20,118.43801785352152,119.55866442378326,118.42090505878625,119.33625030517578,11476500.0
2021-04-21,119.37046077293212,119.68698873047988,118.9684080029033,119.57577514648438,11902200.0
2021-04-22,119.76399797447972,120.09762573242188,119.07962966112042,120.09762573242188,14156400.0
2021-04-23,120.08908306844228,120.1660710818408,119.32772670060643,119.8153305053711,12302200.0
2021-04-26,119.89230288055842,120.2002679472236,119.63567620270322,119.64422607421876,9103500.0
2021-04-27,119.41324462355672,119.610009140335,118.5064622531472,118.6005630493164,14137300.0
2021-04-28,118.60912076507287,118.8144351666316,118.01886633541532,118.67755889892578,15263700.0
2021-04-29,117.58253356995657,118.36100238424872,117.30879418391878,118.32678985595705,17178200.0
2021-04-30,118.48934945750594,118.67755104984435,118.0359582723012,118.6005630493164,15692000.0
2021-05-03,118.8258402292555,119.6397132506964,118.46602309574612,118.67163848876952,16447700.0
2021-05-04,119.50267478284574,120.07666983722616,119.219958459516,119.47697448730467,18639700.0
2021-05-05,119.10862415907629,119.81113401339272,119.01438535111632,119.67405700683594,11127900.0
2021-05-06,119.29705295002717,120.10236369347848,119.25421476896275,119.8710479736328,21907600.0
2021-05-07,120.0252472483886,120.45360285873636,119.00575880418084,119.27989959716795,18346900.0
2021-05-10,119.04005842787352,119.29707448828476,117.96060666100216,118.07198333740234,15146200.0
2021-05-11,117.56648664827624,117.78066447074316,117.17240677546816,117.4037094116211,15158600.0
2021-05-12,117.08674120043814,117.19811786153858,115.96445139893638,116.1700668334961,20859400.0
2021-05-13,116.45274622839337,116.82970124501853,116.1957433283084,116.34994506835938,13073900.0
2021-05-14,116.96680204370264,117.43799591064452,116.70122361116576,117.43799591064452,17566700.0
2021-05-17,117.22379755881032,117.51507623563764,117.00105734812637,117.18952178955078,6113800.0
2021-05-18,116.85545657643362,117.0011090515877,116.57275325318086,116.88973236083984,11423100.0
2021-05-19,116.97538958038226,117.6264987263493,116.18721652107872,116.60700988769533,14296000.0
2021-05-20,117.16387282556131,117.78928170095531,117.08677191951487,117.5665283203125,13310500.0
2021-05-21,117.9349037779033,117.9691664847634,117.42087166834476,117.94346618652344,10171600.0
2021-05-24,118.21763738950624,118.72309409185668,118.13196100127874,118.38040161132812,6868700.0
2021-05-25,118.76590247511989,119.51123719056667,118.75732699502072,119.47697448730467,12346900.0
2021-05-26,119.58834898959802,119.86250293022329,118.98009117645222,119.27136993408205,9793700.0
2021-05-27,118.65451088902635,118.81728812189844,118.21759284740392,118.79158782958984,10695200.0
2021-05-28,118.72311141984116,119.3399449024397,118.51749590151388,118.6031723022461,10258000.0
2021-06-01,118.24196301333626,118.61944774275568,117.7529281753896,118.5765609741211,11778500.0
2021-06-02,118.86822914720776,119.07412747665148,118.67090555109222,118.85106658935548,7347900.0
2021-06-03,118.83391007388838,118.83391007388838,118.26767654793076,118.40493774414062,10994000.0
2021-06-04,118.84248128943013,120.02643585205078,118.84248128943013,120.02643585205078,15773700.0
2021-06-07,119.76048089880058,119.86344315051532,119.52884528763208,119.65753173828124,7799800.0
2021-06-08,120.67850330772951,120.67850330772951,120.29243081524358,120.49832916259766,11230900.0
2021-06-09,121.62222888351364,121.95682677339973,121.18468182479994,121.56217956542967,12768300.0
2021-06-10,120.82434201847973,122.30858254079004,120.69564247117442,122.29141998291016,19698300.0
2021-06-11,122.0940933227539,122.17130519448204,121.69085831546842,122.0940933227539,8646700.0
2021-06-14,121.91394632601386,121.91394632601386,120.97877665969072,121.15895080566406,9401300.0
2021-06-15,120.7986287322638,121.04742696058152,120.52408011641116,121.01311492919922,18207300.0
2021-06-16,121.31337604985453,121.54502478573848,120.29243284751584,120.91014099121094,19676300.0
2021-06-17,121.708090069617,124.34197466855066,121.51934110394971,122.720458984375,35225800.0
2021-06-21,123.87864284492294,123.9644425570366,122.70326271791446,122.93489837646484,16485000.0
2021-06-22,121.97399633113218,123.26948811427177,121.93109647792684,123.23517608642578,14530200.0
2021-06-23,122.78047319623,123.11507112371972,122.43730053410648,122.9177474975586,12040900.0
2021-06-24,123.0464370053591,123.4582468282954,122.9692251181582,123.11507415771484,8788400.0
2021-06-25,122.90913112349196,123.0292428364565,121.28761645287304,121.83670043945312,15562200.0
2021-06-28,122.44591197476718,123.37249414970292,122.42874940915677,123.08937072753906,11460700.0
2021-06-29,122.7718727121334,123.30379415422212,122.72038504153548,123.29521942138672,11217900.0
2021-06-30,123.75852249844137,124.34191860842022,123.60409873681066,123.84432220458984,15708900.0
2021-07-01,123.6879187741404,123.97141120979826,123.3013429467031,123.85114288330078,10810000.0
2021-07-02,123.9027627449022,124.59860229492188,123.7996792880912,124.59860229492188,9650200.0
2021-07-06,125.1826813732987,126.2736952276111,125.1826813732987,126.05892944335938,20037200.0
2021-07-07,126.77199535468148,127.62245975235297,126.4713179139634,127.17574310302734,20964400.0
2021-07-08,127.89735319813184,128.37842656723828,127.28741246412936,127.67398834228516,17487800.0
2021-07-09,126.17067193487134,126.2737684847421,125.84423666704782,125.87859344482422,14483600.0
2021-07-12,126.35963723550424,126.47990559181405,125.5693004500018,125.71533966064452,10610400.0
2021-07-13,126.12776520331676,126.67756556240263,124.2549991278754,124.75325775146484,23340200.0
2021-07-14,125.43180605634664,126.21355667034946,125.25999604766534,126.17060089111328,16038600.0
2021-07-15,127.09837735362564,127.65677620867366,126.30804090987324,127.5622787475586,18462400.0
