date,Open,High,Low,Close,Volume
2024-11-01,36.70000076293945,39.0,32.20000076293945,37.29999923706055,19290.0
2024-11-04,34.79999923706055,39.5,34.79999923706055,39.20000076293945,10360.0
2024-11-05,39.79999923706055,40.5,38.0,38.09999847412109,2730.0
2024-11-06,39.0,44.36000061035156,37.59999847412109,42.20000076293945,3980.0
2024-11-07,43.5,46.09999847412109,41.400001525878906,44.70000076293945,2610.0
2024-11-08,44.0,44.54999923706055,43.20000076293945,43.5,1960.0
2024-11-12,42.09999847412109,42.7599983215332,40.91999816894531,42.29999923706055,470.0
2024-11-13,42.79999923706055,42.810001373291016,38.70000076293945,38.70000076293945,2540.0
2024-11-14,38.20000076293945,38.400001525878906,35.20000076293945,35.20000076293945,1840.0
2024-11-15,36.29999923706055,36.29999923706055,32.099998474121094,32.099998474121094,1590.0
2024-11-18,31.5,31.899999618530277,30.5,31.100000381469727,940.0
2024-11-19,32.849998474121094,33.0,30.1200008392334,30.81999969482422,1250.0
2024-11-20,29.600000381469727,31.5,29.600000381469727,30.100000381469727,980.0
2024-11-21,29.799999237060547,32.599998474121094,28.0,31.799999237060547,2940.0
2024-11-22,31.209999084472656,34.93000030517578,30.5,34.400001525878906,820.0
2024-11-25,35.099998474121094,36.5,32.900001525878906,35.900001525878906,1460.0
2024-11-26,35.849998474121094,39.20000076293945,35.0,36.0,1460.0
2024-11-27,37.29999923706055,61.09999847412109,37.29999923706055,53.900001525878906,71460.0
2024-11-29,54.09999847412109,58.59999847412109,50.59000015258789,56.400001525878906,6650.0
2024-12-02,60.79999923706055,62.400001525878906,48.5,49.5,28390.0
2024-12-03,50.0,54.5,47.95000076293945,53.5,8880.0
2024-12-04,55.0,61.130001068115234,52.79999923706055,60.5,9650.0
2024-12-05,60.79999923706055,63.0,57.5099983215332,59.5,6640.0
2024-12-06,58.70000076293945,60.79999923706055,57.52000045776367,59.79999923706055,5370.0
2024-12-09,61.0,62.400001525878906,59.29999923706055,60.5,1830.0
2024-12-10,62.20000076293945,63.630001068115234,60.900001525878906,61.5,2740.0
2024-12-11,61.5,65.0,61.5,64.5,3960.0
2024-12-12,65.5,66.04000091552734,63.45000076293945,65.69999694824219,3960.0
2024-12-13,67.9000015258789,69.68000030517578,62.09999847412109,64.5999984741211,2810.0
2024-12-16,64.5999984741211,64.5999984741211,61.29999923706055,61.29999923706055,4020.0
2024-12-17,60.79999923706055,60.79999923706055,57.5,60.20000076293945,2410.0
2024-12-18,61.0,62.41999816894531,57.5,57.5,3710.0
2024-12-19,57.59999847412109,60.400001525878906,53.16999816894531,53.16999816894531,2580.0
2024-12-20,53.0,56.70000076293945,51.400001525878906,56.5,10840.0
2024-12-23,54.29999923706055,58.0,54.29999923706055,55.95000076293945,2010.0
2024-12-24,55.0,57.5,54.400001525878906,56.59999847412109,1750.0
2024-12-26,56.59999847412109,62.79999923706055,56.29999923706055,57.20000076293945,5470.0
2024-12-27,55.0,59.0,55.0,58.5,1680.0
2024-12-30,58.20000076293945,60.0,55.79999923706055,55.900001525878906,2490.0
2024-12-31,55.900001525878906,59.400001525878906,51.84999847412109,54.0,6260.0
2025-01-02,54.59999847412109,54.900001525878906,52.20000076293945,52.79999923706055,300.0
2025-01-03,55.119998931884766,58.0,52.34000015258789,57.0,1570.0
2025-01-06,57.0,58.09999847412109,55.0,55.41999816894531,680.0
2025-01-07,55.79999923706055,57.70000076293945,54.68999862670898,57.70000076293945,2110.0
2025-01-08,58.20000076293945,59.900001525878906,58.20000076293945,58.5,1110.0
2025-01-09,58.20000076293945,59.900001525878906,58.20000076293945,58.5,1110.0
2025-01-10,58.400001525878906,58.400001525878906,55.59999847412109,58.400001525878906,420.0
2025-01-13,57.0,57.900001525878906,56.59999847412109,57.900001525878906,180.0
2025-01-14,54.5,57.400001525878906,54.5,56.70000076293945,370.0
2025-01-15,57.5,57.5,56.0,56.45000076293945,750.0
2025-01-16,55.20000076293945,57.810001373291016,55.20000076293945,57.400001525878906,570.0
2025-01-17,57.900001525878906,58.0,54.0,56.29999923706055,940.0
2025-01-21,58.0,58.7599983215332,56.09999847412109,56.09999847412109,2190.0
2025-01-22,55.5,57.5,46.09999847412109,46.09999847412109,1320.0
2025-01-23,46.09999847412109,49.20000076293945,42.0,49.20000076293945,3840.0
2025-01-24,49.09999847412109,49.900001525878906,47.77999877929688,48.95000076293945,440.0
2025-01-27,47.93000030517578,47.93000030517578,47.93000030517578,47.93000030517578,90.0
2025-01-28,47.66999816894531,51.95000076293945,47.66999816894531,51.95000076293945,710.0
2025-01-29,53.0,53.0,52.0,52.0,760.0
2025-01-30,53.29999923706055,53.29999923706055,51.0,52.060001373291016,510.0
2025-01-31,50.20000076293945,52.400001525878906,48.0,52.400001525878906,500.0
2025-02-03,54.900001525878906,55.0,50.09999847412109,50.09999847412109,330.0
2025-02-04,54.29999923706055,54.29999923706055,52.5,52.5,330.0
2025-02-05,52.400001525878906,52.959999084472656,52.400001525878906,52.95000076293945,350.0
2025-02-06,53.0,53.0,53.0,53.0,260.0
2025-02-07,53.400001525878906,53.400001525878906,53.400001525878906,53.400001525878906,90.0
2025-02-10,52.43999862670898,54.0,52.20000076293945,52.20000076293945,280.0
2025-02-11,52.5,52.54999923706055,51.310001373291016,51.310001373291016,100.0
2025-02-12,52.09999847412109,52.400001525878906,51.59999847412109,51.59999847412109,1760.0
2025-02-13,51.02999877929688,53.900001525878906,51.0,51.400001525878906,270.0
2025-02-14,53.0,53.0,51.209999084472656,51.29999923706055,160.0
2025-02-18,51.0,51.09999847412109,51.0,51.09999847412109,100.0
2025-02-19,51.0,54.400001525878906,50.29999923706055,51.25,970.0
2025-02-20,51.0,51.0,50.09999847412109,50.09999847412109,140.0
2025-02-21,50.09999847412109,51.5,50.0,50.0,180.0
2025-02-24,51.0,51.0,47.5,47.5,460.0
2025-02-25,47.5,49.34999847412109,47.5,47.5,220.0
2025-02-26,47.5,49.20000076293945,47.5,47.59999847412109,60.0
2025-02-27,47.59999847412109,49.400001525878906,47.5,47.5,360.0
2025-02-28,47.5,49.7599983215332,46.0,48.400001525878906,580.0
