date,open_SPY,high_SPY,low_SPY,close_SPY,volume_SPY
2020-11-02,306.92559814453125,308.93332384063365,304.1742157069411,306.92559814453125,86068300.0
2020-11-03,310.16963593850346,314.4082189715023,307.00929292148163,312.3446960449219,93294200.0
2020-11-04,316.83416747960666,323.4151432960798,315.65369476603786,319.3252868652344,126959700.0
2020-11-05,324.6234340730945,327.3655114983096,324.2702142429703,325.5529479980469,82039700.0
2020-11-06,325.2648392554505,326.7334873150784,323.1455483916412,325.4786376953125,74973000.0
2020-11-09,338.3151802584542,338.69628436700145,329.103693970947,329.5684509277344,172304200.0
2020-11-10,328.57395526410835,330.1448364825855,325.8040211888103,329.085205078125,85552000.0
2020-11-12,330.5165113279506,331.5761706976934,326.5010331878209,328.3135681152344,67546200.0
2020-11-13,330.2284679699451,333.6026087311802,329.7079423371588,332.8590087890625,62892200.0
2020-11-16,335.5360224634201,337.2091365588106,334.24398420061374,337.0139465332031,74541100.0
2020-11-17,334.59720697878305,336.409770903095,333.0820943880079,335.2013854980469,66111000.0
2020-11-18,335.4709214650384,336.01933135427623,331.13007834082595,331.1672668457031,70591300.0
2020-11-19,330.53528068591817,332.9334150256051,329.1874736453594,332.5616149902344,59940900.0
2020-11-20,332.3013602579922,332.5058545374273,330.20995309552933,330.2843017578125,70417300.0
2020-11-23,332.0968238948421,333.5282836694918,329.85669132516,332.2641296386719,63230600.0
2020-11-24,334.82031711721845,338.1665740612137,333.9651798999618,337.6181640625,62415900.0
2020-11-25,337.5344068730107,337.5622911569882,336.00071452122154,337.0975341796875,45330900.0
2020-11-27,338.1944089835005,338.5104403756147,337.02321213244505,338.0364074707031,28514100.0
2020-11-30,337.2555409838347,337.52510797754314,333.85354481889163,336.5398254394531,83872700.0
2020-12-01,339.8024388460691,341.76369976470494,339.20753627179033,340.220703125,74231400.0
2020-12-02,339.1053793176844,341.09452496721,338.5290850488173,340.9365234375,45927000.0
2020-12-03,340.8342016416823,342.2377769204486,339.7373818816019,340.843505859375,62882000.0
2020-12-04,341.4291833383519,343.7808532714844,341.3362262394426,343.7808532714844,50749900.0
2020-12-07,343.00929853997224,343.5670126985919,341.80094150173,343.0743713378906,48944300.0
2020-12-08,341.8009261774338,344.6452370556998,341.75446181901555,344.0782470703125,42458900.0
2020-12-09,344.73825087726243,344.8962524151043,340.155752415466,340.9923095703125,74098300.0
2020-12-10,339.6166137038823,341.9310950867418,338.74286804799897,340.8807678222656,57735400.0
2020-12-11,339.1797343449143,340.8900371114811,337.6553457695817,340.4810485839844,57698600.0
2020-12-14,342.65604936198173,343.7342606230412,338.7799635596942,338.9565734863281,69216200.0
2020-12-15,341.50351566005907,343.5391540527344,340.12785278149966,343.5391540527344,63865300.0
2020-12-16,343.7529114618271,344.99845695254,342.86986171972654,344.0782470703125,58420500.0
2020-12-17,345.7234764526828,346.20681357249737,344.89619528816195,346.0023193359375,64119500.0
2020-12-18,346.29171920031933,346.4597381046368,342.6044762600976,344.62078857421875,136542300.0
2020-12-21,340.690848610834,353.2834348654009,337.9464259916311,343.3885803222656,96386700.0
2020-12-22,343.7153181678852,343.82733077167063,341.68034656595023,342.8098449707031,47949000.0
2020-12-23,343.7806801753628,345.0315351063921,342.79119749130325,343.117919921875,46201400.0
2020-12-24,343.5939480483956,344.4807619388975,343.00588190186073,344.4527587890625,26457900.0
2020-12-28,347.01047928251126,347.8039398547463,346.38506609891,347.4118957519531,39000400.0
2020-12-29,348.94279009754194,349.1201528820118,346.1610203351437,346.7491149902344,53680500.0
2020-12-30,347.5705883939788,348.2800395515808,346.85182184412906,347.2438659667969,49455300.0
2020-12-31,347.0478421277476,349.7362586191651,346.53444152154736,349.0081481933594,78520700.0
2021-01-04,350.34299981269083,350.473700173114,340.5508422079817,344.2567443847656,110210800.0
2021-01-05,343.61266657677504,347.71995701585035,343.5659756645781,346.6277770996094,66426200.0
2021-01-06,345.11552753738533,351.9019187189158,344.5647799187049,348.7000732421875,107997700.0
2021-01-07,351.0804002911338,354.627598413459,350.90303753627427,353.8808288574219,68766800.0
2021-01-08,355.2717141545609,356.1118370621761,352.01389123519994,355.89715576171875,71677200.0
2021-01-11,352.71402176287364,355.26239380181204,352.5926652872222,353.4981384277344,51034700.0
2021-01-12,353.6849170835824,354.5903619209888,351.3231942418903,353.5728759765625,52547700.0
2021-01-13,353.4981642054425,355.5237919488528,352.7140474834026,354.5249938964844,45303600.0
2021-01-14,355.27172573626217,355.77581089223776,352.9473789690196,353.2834167480469,49989100.0
2021-01-15,351.6591667497863,352.4619426341767,348.8400787887009,350.70703125,107160000.0
2021-01-19,353.1714095466067,354.0022171031651,351.6871856917085,353.4607849121094,51233300.0
2021-01-20,355.7572635864285,359.19247922371085,355.36521935611944,358.35235595703125,61836100.0
2021-01-21,358.9122325607861,359.34165209686404,357.75473126120266,358.6788635253906,47840100.0
2021-01-22,356.82129871151545,358.5762386300744,356.4385700282183,357.4093933105469,52860500.0
2021-01-25,358.1469570302598,359.1737584354347,353.2835237405505,358.8190612792969,70402000.0
2021-01-26,359.77113832425107,360.1818702142021,358.0255420356784,358.2589111328125,42665300.0
2021-01-27,354.9263017522696,355.01965506445595,347.262470561871,349.5028076171875,123351100.0
2021-01-28,351.3231338347947,356.5226037699403,350.88442731269146,352.5086669921875,94198100.0
2021-01-29,350.64172533967934,351.61254871858694,343.77132460135704,345.4515991210937,126765100.0
2021-02-01,348.8587477068479,352.2379271972738,345.74094042873577,351.2017822265625,75817600.0
2021-02-02,354.39421716202406,357.72673387812904,351.2857540949605,356.1678161621094,64450700.0
2021-02-03,356.9986846197431,358.1748738940465,355.1690790166105,356.44793701171875,52427100.0
2021-02-04,357.484098168014,360.54589948348286,356.5599656893547,360.4992370605469,47142600.0
2021-02-05,362.3755135819587,362.62754192923927,360.452554669544,361.9180908203125,48669800.0
2021-02-08,363.3743303003986,364.5785227743176,362.5155480071299,364.5318603515625,38365200.0
2021-02-09,363.6916850333524,364.8865620369601,363.2809816726569,364.28912353515625,35551100.0
2021-02-10,366.0347011302047,366.1840607481003,361.7220454304173,364.1304016113281,59154400.0
2021-02-11,365.2132165845234,365.6332922662904,362.2821161523602,364.7184753417969,42913300.0
2021-02-12,363.91585599720855,366.7629482149384,363.84116191669295,366.520263671875,50593300.0
2021-02-16,367.7523635871387,367.9484141469032,365.48402271649,366.2027893066406,50972400.0
2021-02-17,364.4478546223637,366.5388325620592,363.4303403165047,366.2868041992188,52290600.0
2021-02-18,363.67301150998657,365.47461384883314,361.9460747372213,364.7278442382813,59712800.0
2021-02-19,365.9880397586932,366.2774151168697,363.6356613794077,364.083740234375,83241000.0
2021-02-22,361.3113283443458,363.7010253533057,361.0126090963669,361.2833251953125,67414200.0
2021-02-23,359.0709767740869,363.075597852257,354.9076806868084,361.7220458984375,107284100.0
2021-02-24,360.6299244440038,366.1374579842798,359.6404417407371,365.7080383300781,72433900.0
2021-02-25,364.438532027057,365.810743501983,355.4491495573829,356.8960266113281,146670500.0
2021-02-26,358.7816272202917,359.9297848553106,353.0687567328293,355.0570373535156,152701600.0
