date,vol_bucket,risk_regime
2024-01-30,Low_Vol,Risk-Off
2024-01-31,Mid_Vol,Risk-Off
2024-02-01,Mid_Vol,Risk-Off
2024-02-02,Mid_Vol,Risk-Off
2024-02-05,Mid_Vol,Risk-Off
2024-02-06,Mid_Vol,Risk-Off
2024-02-07,Mid_Vol,Risk-Off
2024-02-08,Mid_Vol,Risk-Off
2024-02-09,Mid_Vol,Risk-Off
2024-02-12,Mid_Vol,Risk-Off
2024-02-13,Mid_Vol,Risk-Off
2024-02-14,Mid_Vol,Risk-Off
2024-02-15,Mid_Vol,Risk-Off
2024-02-16,Mid_Vol,Risk-Off
2024-02-20,Mid_Vol,Risk-Off
2024-02-21,Low_Vol,Risk-Off
2024-02-22,Mid_Vol,Risk-Off
2024-02-23,Mid_Vol,Risk-Off
2024-02-26,Mid_Vol,Risk-Off
2024-02-27,Mid_Vol,Risk-Off
2024-02-28,Mid_Vol,Risk-Off
2024-02-29,Mid_Vol,Risk-Off
2024-03-01,Mid_Vol,Risk-Off
2024-03-04,Mid_Vol,Risk-Off
2024-03-05,Mid_Vol,Risk-Off
2024-03-06,Mid_Vol,Risk-Off
2024-03-07,Mid_Vol,Risk-Off
2024-03-08,Mid_Vol,Risk-Off
2024-03-11,Mid_Vol,Risk-Off
2024-03-12,Mid_Vol,Risk-Off
2024-03-13,Low_Vol,Risk-Off
2024-03-14,Low_Vol,Risk-Off
2024-03-15,Low_Vol,Risk-Off
2024-03-18,Low_Vol,Risk-Off
2024-03-19,Low_Vol,Risk-Off
2024-03-20,Mid_Vol,Risk-Off
2024-03-21,Low_Vol,Risk-Off
2024-03-22,Low_Vol,Risk-Off
2024-03-25,Low_Vol,Risk-Off
2024-03-26,Low_Vol,Risk-Off
2024-03-27,Low_Vol,Risk-Off
2024-03-28,Low_Vol,Risk-Off
2024-03-29,Low_Vol,Risk-Off
2024-04-01,Low_Vol,Risk-Off
2024-04-02,Low_Vol,Risk-Off
2024-04-03,Low_Vol,Risk-Off
2024-04-04,Low_Vol,Risk-Off
2024-04-05,Low_Vol,Risk-Off
2024-04-08,Low_Vol,Risk-Off
2024-04-09,Low_Vol,Risk-Off
2024-04-10,Low_Vol,Risk-Off
2024-04-11,Low_Vol,Risk-Off
2024-04-12,Mid_Vol,Risk-Off
2024-04-15,Mid_Vol,Risk-Off
2024-04-16,Mid_Vol,Risk-Off
2024-04-17,Mid_Vol,Risk-Off
2024-04-18,Mid_Vol,Risk-Off
2024-04-19,Mid_Vol,Risk-Off
2024-04-22,Mid_Vol,Risk-Off
2024-04-23,Mid_Vol,Risk-Off
2024-04-24,Mid_Vol,Risk-Off
2024-04-25,Mid_Vol,Risk-Off
2024-04-26,Mid_Vol,Risk-Off
2024-04-29,Mid_Vol,Risk-Off
2024-04-30,Mid_Vol,Risk-Off
2024-05-01,Mid_Vol,Risk-Off
2024-05-02,Mid_Vol,Risk-On
2024-05-03,Mid_Vol,Risk-Off
2024-05-06,Mid_Vol,Risk-Off
2024-05-07,Mid_Vol,Risk-Off
2024-05-08,Mid_Vol,Risk-Off
2024-05-09,Mid_Vol,Risk-Off
2024-05-10,Mid_Vol,Risk-Off
2024-05-13,Mid_Vol,Risk-Off
2024-05-14,Mid_Vol,Risk-Off
2024-05-15,Mid_Vol,Risk-Off
2024-05-16,Mid_Vol,Risk-Off
2024-05-17,Mid_Vol,Risk-Off
2024-05-20,Low_Vol,Risk-Off
2024-05-21,Low_Vol,Risk-Off
2024-05-22,Low_Vol,Risk-Off
2024-05-23,Low_Vol,Risk-Off
2024-05-24,Low_Vol,Risk-Off
2024-05-28,Low_Vol,Risk-Off
2024-05-29,Low_Vol,Risk-Off
2024-05-30,Low_Vol,Risk-Off
2024-05-31,Low_Vol,Risk-Off
2024-06-03,Low_Vol,Risk-Off
2024-06-04,Low_Vol,Risk-Off
2024-06-05,Low_Vol,Risk-Off
2024-06-06,Low_Vol,Risk-Off
2024-06-07,Low_Vol,Risk-Off
2024-06-10,Low_Vol,Risk-Off
2024-06-11,Low_Vol,Risk-Off
2024-06-12,Low_Vol,Risk-Off
2024-06-13,Low_Vol,Risk-Off
2024-06-14,Low_Vol,Risk-Off
2024-06-17,Low_Vol,Risk-Off
2024-06-18,Low_Vol,Risk-Off
2024-06-20,Low_Vol,Risk-Off
2024-06-21,Low_Vol,Risk-Off
2024-06-24,Low_Vol,Risk-Off
2024-06-25,Low_Vol,Risk-Off
2024-06-26,Low_Vol,Risk-Off
2024-06-27,Low_Vol,Risk-Off
2024-06-28,Low_Vol,Risk-Off
2024-07-01,Low_Vol,Risk-Off
2024-07-02,Low_Vol,Risk-Off
2024-07-03,Low_Vol,Risk-Off
2024-07-05,Low_Vol,Risk-Off
2024-07-08,Low_Vol,Risk-Off
2024-07-09,Low_Vol,Risk-Off
2024-07-10,Low_Vol,Risk-Off
2024-07-11,Low_Vol,Risk-Off
2024-07-12,Low_Vol,Risk-Off
2024-07-15,Low_Vol,Risk-Off
2024-07-16,Low_Vol,Risk-Off
2024-07-17,Low_Vol,Risk-Off
2024-07-18,Low_Vol,Risk-Off
2024-07-19,Mid_Vol,Risk-Off
2024-07-22,Mid_Vol,Risk-Off
2024-07-23,Mid_Vol,Risk-Off
2024-07-24,Mid_Vol,Risk-Off
2024-07-25,Mid_Vol,Risk-Off
2024-07-26,Mid_Vol,Risk-Off
2024-07-29,Mid_Vol,Risk-Off
2024-07-30,Mid_Vol,Risk-Off
2024-07-31,High_Vol,Risk-Off
2024-08-01,High_Vol,Risk-Off
2024-08-02,High_Vol,Risk-Off
2024-08-05,High_Vol,Risk-Off
2024-08-06,High_Vol,Risk-Off
2024-08-07,High_Vol,Risk-Off
2024-08-08,High_Vol,Risk-Off
2024-08-09,High_Vol,Risk-Off
2024-08-12,High_Vol,Risk-Off
2024-08-13,High_Vol,Risk-Off
2024-08-14,High_Vol,Risk-Off
2024-08-15,High_Vol,Risk-Off
2024-08-16,High_Vol,Risk-Off
2024-08-19,High_Vol,Risk-Off
2024-08-20,High_Vol,Risk-Off
2024-08-21,High_Vol,Risk-Off
2024-08-22,High_Vol,Risk-Off
2024-08-23,High_Vol,Risk-Off
2024-08-26,High_Vol,Risk-Off
2024-08-27,High_Vol,Risk-Off
2024-08-28,Mid_Vol,Risk-Off
2024-08-29,Mid_Vol,Risk-Off
2024-08-30,Mid_Vol,Risk-Off
2024-09-03,Mid_Vol,Risk-Off
2024-09-04,Mid_Vol,Risk-Off
2024-09-05,Mid_Vol,Risk-Off
2024-09-06,Mid_Vol,Risk-Off
2024-09-09,Mid_Vol,Risk-Off
2024-09-10,Mid_Vol,Risk-Off
2024-09-11,Mid_Vol,Risk-Off
2024-09-12,Mid_Vol,Risk-Off
2024-09-13,Mid_Vol,Risk-Off
2024-09-16,Mid_Vol,Risk-Off
2024-09-17,Mid_Vol,Risk-Off
2024-09-18,Mid_Vol,Risk-Off
2024-09-19,High_Vol,Risk-Off
2024-09-20,High_Vol,Risk-Off
2024-09-23,Mid_Vol,Risk-Off
2024-09-24,Mid_Vol,Risk-Off
2024-09-25,Mid_Vol,Risk-Off
2024-09-26,Mid_Vol,Risk-Off
2024-09-27,Low_Vol,Risk-Off
2024-09-30,Low_Vol,Risk-Off
2024-10-01,Low_Vol,Risk-Off
2024-10-02,Low_Vol,Risk-Off
2024-10-03,Low_Vol,Risk-Off
2024-10-04,Low_Vol,Risk-Off
2024-10-07,Low_Vol,Risk-Off
2024-10-08,Mid_Vol,Risk-Off
2024-10-09,Low_Vol,Risk-Off
2024-10-10,Low_Vol,Risk-Off
2024-10-11,Low_Vol,Risk-Off
2024-10-15,Low_Vol,Risk-Off
2024-10-16,Low_Vol,Risk-Off
2024-10-17,Low_Vol,Risk-Off
2024-10-18,Low_Vol,Risk-Off
2024-10-21,Low_Vol,Risk-Off
2024-10-22,Low_Vol,Risk-Off
2024-10-23,Low_Vol,Risk-Off
2024-10-24,Low_Vol,Risk-Off
2024-10-25,Low_Vol,Risk-Off
2024-10-28,Low_Vol,Risk-Off
2024-10-29,Low_Vol,Risk-Off
2024-10-30,Low_Vol,Risk-Off
2024-10-31,Low_Vol,Risk-Off
2024-11-01,Low_Vol,Risk-Off
2024-11-04,Low_Vol,Risk-Off
2024-11-05,Mid_Vol,Risk-Off
2024-11-06,Mid_Vol,Risk-Off
2024-11-07,Mid_Vol,Risk-Off
2024-11-08,Mid_Vol,Risk-Off
2024-11-12,Mid_Vol,Risk-Off
2024-11-13,Mid_Vol,Risk-Off
2024-11-14,Mid_Vol,Risk-Off
2024-11-15,High_Vol,Risk-Off
2024-11-18,High_Vol,Risk-Off
2024-11-19,High_Vol,Risk-Off
2024-11-20,Mid_Vol,Risk-Off
2024-11-21,Mid_Vol,Risk-Off
2024-11-22,Mid_Vol,Risk-Off
2024-11-25,Mid_Vol,Risk-Off
2024-11-26,Low_Vol,Risk-Off
2024-11-27,Low_Vol,Risk-Off
2024-11-29,Low_Vol,Risk-Off
2024-12-02,Low_Vol,Risk-Off
2024-12-03,Low_Vol,Risk-Off
2024-12-04,Low_Vol,Risk-Off
2024-12-05,Low_Vol,Risk-Off
2024-12-06,Low_Vol,Risk-Off
2024-12-09,Low_Vol,Risk-Off
2024-12-10,Low_Vol,Risk-Off
2024-12-11,Low_Vol,Risk-Off
2024-12-12,Low_Vol,Risk-Off
2024-12-13,Low_Vol,Risk-Off
2024-12-16,Low_Vol,Risk-Off
2024-12-17,Low_Vol,Risk-Off
2024-12-18,Mid_Vol,Risk-Off
2024-12-19,Mid_Vol,Risk-Off
2024-12-20,Mid_Vol,Risk-Off
2024-12-23,Mid_Vol,Risk-Off
2024-12-24,High_Vol,Risk-Off
2024-12-26,High_Vol,Risk-Off
2024-12-27,High_Vol,Risk-Off
2024-12-30,High_Vol,Risk-Off
2024-12-31,High_Vol,Risk-Off
2025-01-02,High_Vol,Risk-Off
2025-01-03,High_Vol,Risk-Off
2025-01-06,High_Vol,Risk-On
2025-01-07,Mid_Vol,Risk-Off
2025-01-08,Mid_Vol,Risk-Off
2025-01-09,Mid_Vol,Risk-Off
2025-01-10,Mid_Vol,Risk-Off
2025-01-13,Mid_Vol,Risk-Off
2025-01-14,Mid_Vol,Risk-Off
2025-01-15,Mid_Vol,Risk-Off
2025-01-16,Mid_Vol,Risk-Off
2025-01-17,Mid_Vol,Risk-Off
2025-01-21,Mid_Vol,Risk-Off
2025-01-22,Mid_Vol,Risk-Off
2025-01-23,Mid_Vol,Risk-Off
2025-01-24,Mid_Vol,Risk-Off
2025-01-27,Mid_Vol,Neutral
2025-01-28,Mid_Vol,Risk-Off
2025-01-29,Mid_Vol,Risk-Off
2025-01-30,Mid_Vol,Risk-Off
2025-01-31,Mid_Vol,Risk-Off
2025-02-03,Mid_Vol,Risk-Off
2025-02-04,Mid_Vol,Risk-Off
2025-02-05,Low_Vol,Risk-Off
2025-02-06,Low_Vol,Risk-Off
2025-02-07,Low_Vol,Risk-Off
2025-02-10,Low_Vol,Risk-Off
2025-02-11,Low_Vol,Risk-Off
2025-02-12,Low_Vol,Risk-Off
2025-02-13,Low_Vol,Risk-Off
2025-02-14,Low_Vol,Risk-Off
2025-02-18,Low_Vol,Risk-Off
2025-02-19,Low_Vol,Risk-Off
2025-02-20,Low_Vol,Risk-Off
2025-02-21,Mid_Vol,Risk-Off
2025-02-24,Low_Vol,Risk-Off
2025-02-25,Low_Vol,Risk-Off
2025-02-26,Low_Vol,Risk-Off
2025-02-27,Mid_Vol,Risk-Off
2025-02-28,Mid_Vol,Risk-Off
2025-03-03,Mid_Vol,Risk-Off
2025-03-04,Mid_Vol,Risk-Off
2025-03-05,High_Vol,Risk-Off
2025-03-06,High_Vol,Risk-Off
2025-03-07,High_Vol,Risk-Off
2025-03-10,High_Vol,Risk-Off
2025-03-11,High_Vol,Risk-Off
2025-03-12,High_Vol,Risk-Off
2025-03-13,High_Vol,Risk-Off
2025-03-14,High_Vol,Risk-Off
2025-03-17,High_Vol,Risk-Off
2025-03-18,High_Vol,Risk-Off
2025-03-19,High_Vol,Risk-Off
2025-03-20,High_Vol,Risk-Off
2025-03-21,High_Vol,Risk-Off
2025-03-24,High_Vol,Risk-On
2025-03-25,High_Vol,Risk-On
2025-03-26,High_Vol,Neutral
2025-03-27,High_Vol,Neutral
2025-03-28,High_Vol,Risk-Off
2025-03-31,High_Vol,Risk-Off
2025-04-01,High_Vol,Risk-Off
2025-04-02,High_Vol,Risk-Off
2025-04-03,High_Vol,Risk-Off
2025-04-04,High_Vol,Risk-Off
2025-04-07,High_Vol,Risk-Off
2025-04-08,High_Vol,Risk-Off
2025-04-09,High_Vol,Risk-Off
2025-04-10,High_Vol,Risk-Off
2025-04-11,High_Vol,Risk-Off
2025-04-14,High_Vol,Risk-Off
2025-04-15,High_Vol,Risk-Off
2025-04-16,High_Vol,Risk-Off
2025-04-17,High_Vol,Risk-Off
2025-04-18,High_Vol,Risk-Off
2025-04-21,High_Vol,Risk-Off
2025-04-22,High_Vol,Risk-Off
2025-04-23,High_Vol,Risk-Off
2025-04-24,High_Vol,Risk-On
2025-04-25,High_Vol,Risk-On
2025-04-28,High_Vol,Risk-On
2025-04-29,High_Vol,Risk-On
2025-04-30,High_Vol,Risk-On
2025-05-01,High_Vol,Risk-On
2025-05-02,High_Vol,Risk-On
2025-05-05,High_Vol,Neutral
2025-05-06,High_Vol,Neutral
2025-05-07,High_Vol,Risk-Off
2025-05-08,High_Vol,Risk-Off
2025-05-09,High_Vol,Risk-Off
2025-05-12,High_Vol,Risk-Off
2025-05-13,High_Vol,Risk-Off
2025-05-14,High_Vol,Risk-Off
2025-05-15,High_Vol,Risk-Off
2025-05-16,High_Vol,Risk-Off
2025-05-19,High_Vol,Risk-Off
2025-05-20,High_Vol,Risk-Off
2025-05-21,High_Vol,Risk-Off
2025-05-22,High_Vol,Risk-Off
2025-05-23,High_Vol,Risk-Off
2025-05-27,High_Vol,Risk-Off
2025-05-28,High_Vol,Risk-Off
2025-05-29,High_Vol,Risk-Off
2025-05-30,Mid_Vol,Risk-Off
2025-06-02,Mid_Vol,Risk-Off
2025-06-03,Mid_Vol,Risk-Off
2025-06-04,Mid_Vol,Risk-Off
2025-06-05,Mid_Vol,Risk-Off
2025-06-06,Mid_Vol,Risk-Off
2025-06-09,Mid_Vol,Risk-Off
2025-06-10,Mid_Vol,Risk-Off
2025-06-11,Mid_Vol,Risk-Off
2025-06-12,Mid_Vol,Risk-Off
2025-06-13,Low_Vol,Risk-Off
2025-06-16,Low_Vol,Risk-Off
2025-06-17,Low_Vol,Risk-Off
2025-06-18,Low_Vol,Risk-Off
2025-06-20,Low_Vol,Risk-Off
2025-06-23,Low_Vol,Risk-Off
2025-06-24,Mid_Vol,Risk-Off
2025-06-25,Mid_Vol,Risk-Off
2025-06-26,Low_Vol,Risk-Off
2025-06-27,Mid_Vol,Risk-Off
2025-06-30,Low_Vol,Risk-Off
2025-07-01,Low_Vol,Risk-Off
2025-07-02,Low_Vol,Risk-Off
2025-07-03,Low_Vol,Risk-Off
2025-07-07,Low_Vol,Risk-Off
2025-07-08,Low_Vol,Risk-Off
2025-07-09,Low_Vol,Risk-Off
2025-07-10,Low_Vol,Risk-Off
2025-07-11,Low_Vol,Risk-Off
2025-07-14,Low_Vol,Risk-Off
2025-07-15,Low_Vol,Risk-Off
2025-07-16,Low_Vol,Risk-Off
2025-07-17,Low_Vol,Risk-Off
2025-07-18,Low_Vol,Risk-Off
2025-07-21,Low_Vol,Risk-Off
2025-07-22,Low_Vol,Risk-Off
2025-07-23,Low_Vol,Risk-Off
2025-07-24,Low_Vol,Risk-Off
2025-07-25,Low_Vol,Risk-Off
2025-07-28,Low_Vol,Risk-Off
2025-07-29,Low_Vol,Risk-Off
2025-07-30,Low_Vol,Risk-Off
2025-07-31,Low_Vol,Risk-Off
2025-08-01,Low_Vol,Risk-Off
2025-08-04,Mid_Vol,Risk-Off
2025-08-05,Mid_Vol,Risk-Off
2025-08-06,Mid_Vol,Risk-Off
2025-08-07,Mid_Vol,Risk-Off
2025-08-08,Mid_Vol,Risk-Off
2025-08-11,Mid_Vol,Risk-Off
2025-08-12,Mid_Vol,Risk-Off
2025-08-13,Mid_Vol,Risk-Off
2025-08-14,Mid_Vol,Risk-Off
2025-08-15,Mid_Vol,Risk-Off
2025-08-18,Mid_Vol,Risk-Off
2025-08-19,Mid_Vol,Risk-Off
2025-08-20,Mid_Vol,Risk-Off
2025-08-21,Low_Vol,Risk-Off
2025-08-22,Low_Vol,Risk-Off
2025-08-25,Low_Vol,Risk-Off
2025-08-26,Low_Vol,Risk-Off
2025-08-27,Low_Vol,Risk-Off
2025-08-28,Low_Vol,Risk-Off
2025-08-29,Low_Vol,Risk-Off
2025-09-02,Low_Vol,Risk-Off
2025-09-03,Low_Vol,Risk-Off
2025-09-04,Low_Vol,Risk-Off
2025-09-05,Low_Vol,Risk-Off
2025-09-08,Low_Vol,Risk-Off
2025-09-09,Low_Vol,Risk-Off
2025-09-10,Low_Vol,Risk-Off
2025-09-11,Low_Vol,Risk-Off
2025-09-12,Low_Vol,Risk-Off
2025-09-15,Low_Vol,Risk-Off
2025-09-16,Low_Vol,Risk-Off
2025-09-17,Low_Vol,Risk-Off
2025-09-18,Low_Vol,Risk-Off
2025-09-19,Low_Vol,Risk-Off
2025-09-22,Low_Vol,Risk-Off
2025-09-23,Low_Vol,Risk-Off
2025-09-24,Low_Vol,Risk-Off
2025-09-25,Low_Vol,Risk-Off
2025-09-26,Low_Vol,Risk-Off
2025-09-29,Low_Vol,Risk-Off
2025-09-30,Low_Vol,Risk-Off
2025-10-01,Low_Vol,Risk-Off
2025-10-02,Low_Vol,Risk-Off
2025-10-03,Low_Vol,Risk-Off
2025-10-06,Low_Vol,Risk-Off
2025-10-07,Low_Vol,Risk-Off
2025-10-08,Low_Vol,Risk-Off
2025-10-09,Low_Vol,Risk-Off
2025-10-10,Mid_Vol,Risk-Off
2025-10-14,Mid_Vol,Risk-Off
2025-10-15,Mid_Vol,Risk-Off
2025-10-16,Mid_Vol,Risk-Off
2025-10-17,Mid_Vol,Risk-Off
2025-10-20,Mid_Vol,Risk-Off
2025-10-21,Mid_Vol,Risk-Off
2025-10-22,Mid_Vol,Risk-Off
2025-10-23,Mid_Vol,Risk-Off
2025-10-24,Mid_Vol,Risk-Off
2025-10-27,High_Vol,Risk-Off
2025-10-28,High_Vol,Risk-Off
2025-10-29,High_Vol,Risk-Off
2025-10-30,Mid_Vol,Risk-Off
2025-10-31,Mid_Vol,Risk-Off
2025-11-03,Low_Vol,Risk-Off
2025-11-04,Mid_Vol,Risk-Off
2025-11-05,Mid_Vol,Risk-Off
2025-11-06,Mid_Vol,Risk-Off
2025-11-07,Mid_Vol,Risk-Off
2025-11-10,Mid_Vol,Risk-Off
2025-11-12,Mid_Vol,Risk-Off
2025-11-13,Mid_Vol,Risk-Off
2025-11-14,Mid_Vol,Risk-Off
2025-11-17,Mid_Vol,Risk-Off
2025-11-18,Mid_Vol,Risk-Off
2025-11-19,Mid_Vol,Risk-Off
2025-11-20,Mid_Vol,Risk-Off
2025-11-21,Mid_Vol,Risk-Off
2025-11-24,High_Vol,Risk-Off
2025-11-25,High_Vol,Risk-Off
2025-11-26,High_Vol,Risk-Off
2025-11-28,Mid_Vol,Risk-Off
2025-12-01,Mid_Vol,Risk-Off
2025-12-02,Mid_Vol,Risk-Off
2025-12-03,Mid_Vol,Risk-Off
2025-12-04,Mid_Vol,Risk-Off
2025-12-05,Mid_Vol,Risk-Off
2025-12-08,Mid_Vol,Risk-Off
2025-12-09,Mid_Vol,Risk-Off
2025-12-10,Low_Vol,Risk-Off
2025-12-11,Low_Vol,Risk-Off
2025-12-12,Low_Vol,Risk-Off
2025-12-15,Low_Vol,Risk-Off
2025-12-16,Low_Vol,Risk-Off
2025-12-17,Low_Vol,Risk-Off
2025-12-18,Low_Vol,Risk-Off
2025-12-19,Low_Vol,Risk-Off
2025-12-22,Low_Vol,Risk-Off
2025-12-23,Low_Vol,Risk-Off
2025-12-24,Low_Vol,Risk-Off
2025-12-26,Low_Vol,Risk-Off
2025-12-29,Low_Vol,Risk-Off
2025-12-30,Low_Vol,Risk-Off
2025-12-31,Low_Vol,Risk-Off
2026-01-02,Low_Vol,Risk-Off
2026-01-05,Low_Vol,Risk-Off
2026-01-06,Low_Vol,Risk-Off
2026-01-07,Low_Vol,Risk-Off
2026-01-08,Low_Vol,Risk-Off
2026-01-09,Low_Vol,Risk-Off
2026-01-12,Low_Vol,Risk-Off
2026-01-13,Low_Vol,Risk-Off
2026-01-14,Low_Vol,Risk-Off
2026-01-15,Low_Vol,Risk-Off
2026-01-16,Low_Vol,Risk-Off
2026-01-20,Low_Vol,Risk-Off
2026-01-21,Mid_Vol,Risk-Off
2026-01-22,Mid_Vol,Risk-Off
2026-01-23,Mid_Vol,Risk-Off
2026-01-26,Mid_Vol,Risk-Off
2026-01-27,Mid_Vol,Risk-Off
2026-01-28,Mid_Vol,Risk-Off
2026-01-29,Mid_Vol,Risk-Off
2026-01-30,Mid_Vol,Risk-Off
2026-02-02,Mid_Vol,Risk-Off
2026-02-03,Mid_Vol,Risk-Off
2026-02-04,Mid_Vol,Risk-Off
2026-02-05,Mid_Vol,Risk-Off
2026-02-06,Mid_Vol,Risk-Off
2026-02-09,Mid_Vol,Risk-Off
2026-02-10,Mid_Vol,Risk-Off
2026-02-11,Mid_Vol,Risk-Off
2026-02-12,Mid_Vol,Risk-Off
2026-02-13,Mid_Vol,Risk-Off
2026-02-17,Mid_Vol,Risk-Off
2026-02-18,Mid_Vol,Risk-Off
2026-02-19,Mid_Vol,Neutral
2026-02-20,Mid_Vol,Risk-Off
2026-02-23,Mid_Vol,Risk-Off
2026-02-24,Mid_Vol,Risk-Off
2026-02-25,Mid_Vol,Risk-Off
2026-02-26,Low_Vol,Risk-Off
2026-02-27,Low_Vol,Risk-Off
2026-03-02,Low_Vol,Risk-Off
2026-03-03,Mid_Vol,Risk-Off
2026-03-04,Low_Vol,Risk-Off
2026-03-05,Low_Vol,Risk-Off
2026-03-06,Mid_Vol,Risk-Off
