date,curve_10y_2y,credit_spread_baa_aaa
2025-03-31,0.0034000000000000002,0.0064
2025-04-01,0.0030000000000000027,0.0073
2025-04-02,0.0029,0.0073
2025-04-03,0.003499999999999996,0.0073
2025-04-04,0.0032999999999999974,0.0073
2025-04-07,0.004200000000000002,0.0073
2025-04-08,0.005499999999999998,0.0073
2025-04-09,0.004299999999999998,0.0073
2025-04-10,0.005600000000000001,0.0073
2025-04-11,0.005199999999999996,0.0073
2025-04-14,0.005400000000000002,0.0073
2025-04-15,0.0051,0.0073
2025-04-16,0.005200000000000003,0.0073
2025-04-17,0.005299999999999999,0.0073
2025-04-18,0.005299999999999999,0.0073
2025-04-21,0.0067000000000000046,0.0073
2025-04-22,0.006499999999999999,0.0073
2025-04-23,0.0058999999999999955,0.0073
2025-04-24,0.005500000000000005,0.0073
2025-04-25,0.005499999999999998,0.0073
2025-04-28,0.005599999999999994,0.0073
2025-04-29,0.005400000000000002,0.0073
2025-04-30,0.005700000000000004,0.0073
2025-05-01,0.005500000000000005,0.0075
2025-05-02,0.0049999999999999975,0.0075
2025-05-05,0.005299999999999999,0.0075
2025-05-06,0.005199999999999996,0.0075
2025-05-07,0.004799999999999999,0.0075
2025-05-08,0.004700000000000003,0.0075
2025-05-09,0.004900000000000002,0.0075
2025-05-12,0.004699999999999996,0.0075
2025-05-13,0.004700000000000003,0.0075
2025-05-14,0.004799999999999999,0.0075
2025-05-15,0.004899999999999995,0.0075
2025-05-16,0.004499999999999997,0.0075
2025-05-19,0.004900000000000002,0.0075
2025-05-20,0.0051,0.0075
2025-05-21,0.0058,0.0075
2025-05-22,0.005400000000000002,0.0075
2025-05-23,0.0051,0.0075
2025-05-26,0.0051,0.0075
2025-05-27,0.0051,0.0075
2025-05-28,0.005099999999999993,0.0075
2025-05-29,0.0051,0.0075
2025-05-30,0.005200000000000003,0.0075
2025-06-02,0.005200000000000003,0.0069
2025-06-03,0.0049999999999999975,0.0069
2025-06-04,0.0050000000000000044,0.0069
2025-06-05,0.004799999999999999,0.0069
2025-06-06,0.004700000000000003,0.0069
2025-06-09,0.004800000000000006,0.0069
2025-06-10,0.0046,0.0069
2025-06-11,0.004700000000000003,0.0069
2025-06-12,0.0046,0.0069
2025-06-13,0.004499999999999997,0.0069
2025-06-16,0.004900000000000002,0.0069
2025-06-17,0.004500000000000004,0.0069
2025-06-18,0.004400000000000001,0.0069
2025-06-19,0.004400000000000001,0.0069
2025-06-20,0.004799999999999999,0.0069
2025-06-23,0.0050000000000000044,0.0069
2025-06-24,0.005499999999999998,0.0069
2025-06-25,0.005499999999999998,0.0069
2025-06-26,0.005600000000000001,0.0069
2025-06-27,0.005600000000000001,0.0069
2025-06-30,0.005200000000000003,0.0069
2025-07-01,0.004799999999999999,0.0065
2025-07-02,0.005199999999999996,0.0065
2025-07-03,0.004699999999999996,0.0065
2025-07-04,0.004699999999999996,0.0065
2025-07-07,0.0049999999999999975,0.0065
2025-07-08,0.005200000000000003,0.0065
2025-07-09,0.004799999999999999,0.0065
2025-07-10,0.004899999999999995,0.0065
2025-07-11,0.005299999999999999,0.0065
2025-07-14,0.005299999999999999,0.0065
2025-07-15,0.005499999999999998,0.0065
2025-07-16,0.0058,0.0065
2025-07-17,0.005599999999999994,0.0065
2025-07-18,0.005600000000000001,0.0065
2025-07-21,0.005299999999999999,0.0065
2025-07-22,0.005199999999999996,0.0065
2025-07-23,0.005199999999999996,0.0065
2025-07-24,0.005199999999999996,0.0065
2025-07-25,0.004899999999999995,0.0065
2025-07-28,0.0051,0.0065
2025-07-29,0.004799999999999999,0.0065
2025-07-30,0.004400000000000001,0.0065
2025-07-31,0.004300000000000005,0.0065
2025-08-01,0.005399999999999995,0.0065
2025-08-04,0.005299999999999999,0.0065
2025-08-05,0.0050000000000000044,0.0065
2025-08-06,0.005299999999999999,0.0065
2025-08-07,0.0051,0.0065
2025-08-08,0.0051,0.0065
2025-08-11,0.0051,0.0065
2025-08-12,0.005700000000000004,0.0065
2025-08-13,0.005699999999999997,0.0065
2025-08-14,0.005499999999999998,0.0065
2025-08-15,0.0058,0.0065
2025-08-18,0.005700000000000004,0.0065
2025-08-19,0.005499999999999998,0.0065
2025-08-20,0.005499999999999998,0.0065
2025-08-21,0.005399999999999995,0.0065
2025-08-22,0.0058,0.0065
2025-08-25,0.005499999999999998,0.0065
2025-08-26,0.006499999999999999,0.0065
2025-08-27,0.006499999999999999,0.0065
2025-08-28,0.005999999999999998,0.0065
2025-08-29,0.006399999999999996,0.0065
2025-09-01,0.006399999999999996,0.0062
2025-09-02,0.006199999999999997,0.0062
2025-09-03,0.006100000000000001,0.0062
2025-09-04,0.0058,0.0062
2025-09-05,0.0059000000000000025,0.0062
2025-09-08,0.005600000000000001,0.0062
2025-09-09,0.005400000000000002,0.0062
2025-09-10,0.0049999999999999975,0.0062
2025-09-11,0.004899999999999995,0.0062
2025-09-12,0.0049999999999999975,0.0062
2025-09-15,0.0051,0.0062
2025-09-16,0.005299999999999999,0.0062
2025-09-17,0.005399999999999995,0.0062
2025-09-18,0.005399999999999995,0.0062
2025-09-19,0.005699999999999997,0.0062
2025-09-22,0.005400000000000002,0.0062
2025-09-23,0.0059000000000000025,0.0062
2025-09-24,0.0058999999999999955,0.0062
2025-09-25,0.005399999999999995,0.0062
2025-09-26,0.005700000000000004,0.0062
2025-09-29,0.005200000000000003,0.0062
2025-09-30,0.005600000000000001,0.0062
2025-10-01,0.005700000000000004,0.0062
2025-10-02,0.005500000000000005,0.0062
2025-10-03,0.005500000000000005,0.0062
2025-10-06,0.0058,0.0062
2025-10-07,0.005699999999999997,0.0062
2025-10-08,0.005500000000000005,0.0062
2025-10-09,0.005400000000000002,0.0062
2025-10-10,0.005299999999999999,0.0062
2025-10-13,0.005299999999999999,0.0062
2025-10-14,0.005500000000000005,0.0062
2025-10-15,0.005499999999999998,0.0062
2025-10-16,0.0058,0.0062
2025-10-17,0.005600000000000001,0.0062
2025-10-20,0.005400000000000002,0.0062
2025-10-21,0.005299999999999999,0.0062
2025-10-22,0.005199999999999996,0.0062
2025-10-23,0.005299999999999999,0.0062
2025-10-24,0.005400000000000002,0.0062
2025-10-27,0.005299999999999999,0.0062
2025-10-28,0.005199999999999996,0.0062
2025-10-29,0.004900000000000002,0.0062
2025-10-30,0.0049999999999999975,0.0062
