date,market_PC1,market_PC2,market_PC3,market_PC4,credit_PC1,cross_asset_PC1,cross_asset_PC2,cross_asset_PC3
2021-05-19,-0.8035906344114394,-1.119300154477529,0.9747501326538244,-0.8238525750136074,2.206599467201175,2.9067899451880113,-2.4639686180380274,0.4684529701945222
2021-05-20,-0.7198442274972242,-0.23303351258549684,1.4190268369509347,-0.5521455799529994,2.1600252164336906,3.538619714989329,-1.2869210997081872,0.8306606942651388
2021-05-21,-0.7415023947888729,-1.0233722462343147,0.48558202427801855,-0.9140877376879292,2.1367380910499483,3.4916838263227334,-2.202595053381619,0.9125151589634981
2021-05-24,-0.6493005037751135,0.2852658006189048,1.0883640545729638,-0.6580072305357202,2.1367380910499487,3.8014142913902447,-2.13515242127502,0.7600879482068195
2021-05-25,-0.7558713209534172,-0.017161341412519363,0.5686790777638385,-0.983324720800318,2.0785202775905933,3.1852236616215768,-1.9163378820978252,0.3026405471783952
2021-05-26,-0.8655086085217356,0.8595909288476392,0.750426463741039,-0.991087992810257,2.1134509656662064,3.371400239907878,-1.6444757121407232,0.11885843138625717
2021-05-27,-0.8822991764319164,0.48072383683520853,0.46368795434574106,-1.050495271451633,2.1483816537418194,3.5336387328572014,-2.3797719749352217,0.20338888698675567
2021-05-28,-0.9454927898199215,0.23257492853867556,0.6353730786530887,-0.931078019807343,2.1134509656662064,3.579219005639625,-2.0368684422904044,0.07286112567414606
2021-06-01,-1.3155228168128736,-0.3908739822726518,0.7668559970708848,-0.9417889684658494,2.171878564267973,3.4147757109236454,-2.2889342560252,0.19086471346930325
2021-06-02,-1.455129759766383,-0.2288845884927854,0.8969634905770546,-0.9084491097933526,2.171878564267973,3.376102362061565,-2.1201637320681863,0.2088995889363873
2021-06-03,-1.5766348668905026,-0.9236086174497913,0.6360574026608572,-1.0181350556111437,2.183522126959844,3.6470262664959074,-1.3220639333710105,-0.06475505045131483
2021-06-04,-1.4203475894702076,0.26693687689216755,1.1721365105032702,-0.7438851163154303,2.1253043135004885,3.999454737172697,-1.4670803616293244,-0.03651370346298303
2021-06-07,-1.4870893572696817,-0.3409642588084249,0.6009298915974474,-0.9908531642134273,2.1136607508086174,4.004134212284728,-1.3642893859485496,-0.09555676494685204
2021-06-08,-1.6596441254290921,-0.5148523551776378,0.8917749192024611,-0.8883189386763665,2.0903736254248755,3.7855948209764496,-1.17952815267969,-0.1658286047733787
2021-06-09,-1.8584864631406748,-1.0174607842002887,0.9783579464791508,-0.865793748090457,2.0321558119655196,3.472843137551924,-0.927940525650654,-0.5595818829705199
2021-06-10,-1.992054885637059,-0.13177277682654448,1.1255449858374864,-0.8077243438073524,1.9972251238899066,3.610090418293835,-1.5901992433705257,-0.6786177462085837
2021-06-11,-2.1434480015617163,-0.38151765071912974,0.8478403857815344,-0.9159998781513383,1.9972251238899064,3.622120882122745,-0.3800532101123749,-0.523284290933889
2021-06-14,-2.4554157638272196,-0.5772220637988023,1.1526884500156853,-0.8056770737100232,2.0437993746573913,3.2942983757095803,0.278949354606895,-0.3841882942653721
2021-06-15,-2.6004405734903138,-1.011895686914229,1.0633465409427745,-0.873840895801183,2.0437993746573913,3.1922060004281554,-1.2586577780811155,-0.3313096972502268
2021-06-16,-2.7043113631384967,-1.6550511991339916,1.006180673332554,-0.9043906441569006,2.055442937349262,3.2662284947155156,-0.81011582956986,-0.5400664099530748
2021-06-17,-2.7475611076079973,-1.5975596206081182,1.3246624966907925,-0.7396832947106377,1.9739379985061642,2.5643158776327466,0.16793464767021501,-0.7449485345320989
2021-06-21,-3.0989226680947075,-2.051163536565409,1.541330038282057,-0.6275545041870999,1.9040766223549375,2.597620314559944,-0.8298024867094448,-0.5977045323978115
2021-06-22,-3.123453689785977,-1.2993425895376873,1.6484246711759165,-0.5766120310112002,1.9040766223549377,2.6035492103058444,-2.548081660242253,-0.7237109948521632
2021-06-23,-3.191013357206963,-1.3941856442962126,1.3106268967926622,-0.7686223929328417,1.9157201850468089,2.801185275826891,-2.509966579528954,-0.5331585928424508
2021-06-24,-3.1465457218250354,-0.8612254349801649,1.6900293225258722,-0.5956820894215633,1.9040766223549377,3.0033951172493207,-0.37045249286348275,-0.6724136402146835
2021-06-25,-3.130489811761245,-0.7842403559318127,1.5697388205454745,-0.6524878621960428,1.939007310430551,2.4134120568662856,-0.6613592453179434,-0.5633700974628686
2021-06-28,-3.2634403892815347,-0.8995603516103985,1.558218901990026,-0.6798862732167622,1.9157201850468089,2.3520283080346487,-0.6844520214316548,-0.8152466344361442
2021-06-29,-3.386408068284929,-1.1976809959057406,1.5559717060950746,-0.6880662615374669,1.8924330596630665,2.3536567361394996,-0.9701224625882692,-0.8423628818015506
2021-06-30,-3.4888536102778365,-1.1001087145151665,1.6637353607315029,-0.6741092230360627,1.8691459342793244,2.434261159016625,0.16930140056640663,-1.0458092264394723
2021-07-01,-3.4191488410631914,-0.6651520905686478,1.7964285189869997,-0.6056164923600597,1.8337956759188885,2.3440340363389347,-0.034870372896791596,-0.8119192844201859
2021-07-02,-3.1958528381423457,-0.07123615162739838,1.7471091012455666,-0.6134707027066011,1.7988649878432752,2.654567770512835,1.3257473011609013,-0.7724010639429795
2021-07-06,-3.6580283303664047,-1.3045216371565749,1.620537344560749,-0.6804880753501414,1.7406471743839196,2.1435362533454154,-0.16859784755477158,-0.883769729266532
